"label","text","label_text"
1,"@arditord bro do you know? I got an urgent info from our fellow in China (Dean), he said that Chinesse Government has blocked Facebook","political"
1,"@senjohnmccain Are you for or against a government-run plan? What will Canadians do, if we wreck our system? #handsoff http://bit.ly/16zQ2P","political"
1,"Rachel Maddow & The Republican ""Obama Birther Caucus"" http://bit.ly/jfgTZ","political"
0,"ve our H.S. & colleges failed us? Part of the 1st 2 yr req.curr. should include Am.Gov./Capitalism 101 #GOP #DEM #liberal #p2 #teaparty","non-political"
0,"mping dj sefs mixtape nowww this is my music new skooooool","non-political"
0,"eroween THE STORY OF IEROWEEN! THE VIDEO ->>>>>>>>>>>>>>>>>>>>>> http://bit.ly/2VFPAV <<<< JUST FOR FRANK !!! Ã§","non-political"
0,"ick or treating at the mall today; ZOO! last year we had left-overs, this year we ran out!","non-political"
0,"ssk81 PMSL!!! I try not to stare but I can't help it, like compulsive viewing!!","non-political"
0,"c0rpi0n676 btw - is there a remote chance i will see you later?","non-political"
0,"... was that my invite to whoop ur ass? Sounded like it. RT: @therealPRYSLEZZ: @gylliwilli it made nox & I just go out & buy rockband 2.","non-political"
0,"lexbelisle Just made my night! <3","non-political"
0,"AILY MIRROR]: Mariah: â€˜Iâ€™ve got big hair and wear tight dresses, but Iâ€™m not.. http://bit.ly/4m6Otm","non-political"
0,"inyourface take pics of the babies...soooo cute","non-political"
0,"aring my AWESOME wig!!! =][= and might be going to the beach today!!! :) And i might be able to invite my BFFFFF Temeka!!!","non-political"
0,"night was good now time for my treat burr","non-political"
0," @quantick: And the winner may well be: DavidFJBailey #horrificfootball Fred West Ham United.","non-political"
0,"nish carving a jack a lantern and it looks cool","non-political"
0,"ll I can't spell it out for you. It's never gonna be that simple.","non-political"
0,"just took ""WHAT AGE WILL U DIE AT??????????????"" and got: 100-120! Try it: http://bit.ly/1yGrVO","non-political"
0,"onks_lupin *laughs* How are You? What's new?","non-political"
0,"ving up my favourite vices for the whole of November: hotel chocolat, starbucks hot choc and all alcohol #jofearsthirty","non-political"
0,"es Bankruptcy make me ineligible for the military? ?: My local recruiter does this make me ineligible to file.. http://bit.ly/3KC69O","non-political"
1,"RT @Musiccitygal: Going into #tcot is like going into a Haunted House but SCARIER!!!//No joke, that. Funnier too!","political"
0,"ORITEOGGI Have fun bud?","non-political"
1,"RT @ConserValidity: Why do ignorant Progressive Liberals believe Obama/Pelosi Care= reform?Do they know it has nothing to do w/ Health Care?","political"
0,"rianhornback LOL How did you guess?","non-political"
0,"s iced the sugar cookie pumpkins and gangrenous feet, and is handing out candy to adorable wee goblins. So sweet! All of it.","non-political"
0,"ll twitfolks and twitfam, I'm heading out...gotta chill wit wifey's fam..she lost her grandmother yesterday, so please pray for them.","non-political"
0,"tp://bit.ly/2uy5In | Hetengel : i get excited when a man show me how hot can he be!. #Xcams Where fantasy comes to live!","non-political"
0," @yournutrition: ""Men and women belong to different species and communications between them is still in its infancy."" ??Bill Cosby","non-political"
0,"nally realized that punching a time clock will not bring me financial success. Time to make my four college degrees work for me!","non-political"
0,"iends guilted me into passing out candy tonight. But I forgot to buy some. So I guess I won't. Darn.","non-political"
0,"o! Great Frankenstein Jack-O-Lantern created by my friend Lord Doodlie of Blackstar Amplification. Have a... http://bit.ly/1kNd6g","non-political"
0,"yin' to enjoy this beautiful Halloween Night!!!","non-political"
0,": @tplayfair Aaaah Mia...SMDH!>RT @therealmiamazin: RT: @gocharms @SimoneMarie â€¢wud PAY 2c alyuh & @tplayfair fight! â€¢ #justsaying! Lol","non-political"
0,"ying to make somebody love you is about as useless as trying to control who you fall in love with","non-political"
0,"law ca, selaaaaw RT @fatiaaisa: @icalsaurus udh biasa kali","non-political"
0," day was pretty much fucked up... stayin in; kids didnt go out; azi is gettin sick uurrgghh... wishin i was hittin it with da ladies","non-political"
0,"f you lol @HooDRiChSOD","non-political"
0,"tp://twitpic.com/ns5c3 - @ali_sweeney bry pic signed cma fest","non-political"
0," ex told me I should be j holiday for Halloween...I told her she should be......deeez nutz.","non-political"
0,"tp://twitpic.com/nr3uw - Mischka halloween outtake 2","non-political"
0,"tp://twitpic.com/ns5wv - Almost done folks. I scare myself looking in the mirror! #fb","non-political"
0," @diane_m: Pumpkin muffins are cooling.","non-political"
0,"am working on starting my on clothing line. Looking for some good names to call it. not sure if I want to uae my real name for it.","non-political"
0,"e tells me to call her later and then refuses to pick up. :/ im used to being ignored but when its her, its a million times worse","non-political"
0,"st seen the Sister, Sister Episode when @Tahj_Mowry was Tia &Tamera's tutor..lol","non-political"
0,"dlovato hope you feel better :)","non-political"
0,"nts to thank everybody for coming out last night -- SNOOP, METHOD, RED, DEVIN, HUSTLE BOYS, their crew & special... http://bit.ly/1ACQik","non-political"
0,"adiobarz: ""Screamin' Jay Hawkins â€“ I Put a Spell on You"" â™« http://blip.fm/~fov54","non-political"
0," gucke ich mir lieber Ze Robertos Sixpack im #ZDF an, als Ich+Ich bei #SdR!!!!","non-political"
0,"tta souncheck for a performance tommorow at the iroko bar in brixton hill,hosted by dj profetess","non-political"
0,"™ãƒ¨ãƒãƒƒã‚¿ã¯PS3ç‰ˆã®å‡ºæ¥ãŒãŠç²—æœ«ã ã£ãŸã®ã§ã€ç®±ç‰ˆã‚‚è³¼å…¥ã™ã‚‹ç†ç”±ãŒã§ãã¦å¬‰ã—ã„ã€‚ã€€ã©ã“ã¾ã§ã‚‚ãƒã‚¸ãƒ†ã‚£ãƒ–ï¼","non-political"
0,"lled a jessica.. got drunk and lost my phonee. =/ text me on my sisters phone 541-217-5302","non-political"
0," @taptaptap Somethingâ€™s going down @MacHeist Check it out if you enjoy cool, free Mac software! http://macheist.com","non-political"
0," congo natty - junglist - if you don't know it then go and find it. Im not talking d/l, go dig through some crates","non-political"
0,"stening to 'You Got Me' by The Roots @imeem http://x.imeem.com/bzG98MBCHm .... IamBeyonce ... xoxoxo..... Happy Halloween, Luv ....","non-political"
0,"s really disappointed to the season end of Entourage...in fact it was boarderline cheese..","non-political"
0,"date: Downgrading to 2.4 is the best way to get back Boxee and XMBC back on your Apple TV http://bit.ly/21WW0J by @johnbiggs","non-political"
0,"xzerosetechaves 103","non-political"
0," sÃ© pero me siento como mal :S tengo algo raro... como tristeza :S no quiero ir por allÃ¡ quisiera estar con mis amigas :(","non-political"
0,"andismoye Are you trying to say I have a big bush? #mybushfitsmany @sweetlikesandi","non-political"
0," @youngwayne00: @msrai21 Dragonfly or shrine or the elastic arts gallery","non-political"
0,"ootsRawka I'm not gettin it don't trust it to me it's still new","non-political"
0,"pe my peepz frenz n fam are havin fun cuz i am cruzn and bein me lol b safe everyone","non-political"
0,"e day was Hell Good.","non-political"
0," blew this one, but I will like Morgan Newton as our future quarterback...","non-political"
0,"illing and smoking (fags & shisha) im so tired, & im supposed to go to a party later... Woo hoo for getting smashed? Hahaaa...","non-political"
0,"tching ""Milk"" for the second time ... this movie makes me cry. ""You cannot live on hope alone, but without it life is not worth living.""","non-political"
0,"TFit http://pic.gd/2b0635 Nice, very nice.","non-political"
0,"'re in LA, celebrating birthdays, basking in the beautiful weather and having a great time. weather is PERFECT - 80s, windy,sunny.","non-political"
0," my!! I got my Google Wave Invite!!!! Thx!! @GoogleWave","non-political"
0,"ird round is better for Spina, he's more active, landing more and Del Valle sat back most of the round. 29-28 Spina","non-political"
0,"feel like I have no life... just sitting watching some tv. i feel like i have no idea what time it is.","non-political"
0,"HAHAHA. I just heard somee kid downstairs screaming his ballls offf. Wtf is my mom doing!","non-political"
0,"nerlah hahaha RT @missrichardrain: HAHAHAHAHAHA bnran? RT @EttaLiebtDich @raniasunggiardi","non-political"
0,"risarch : totally. they need someone to put their foot up their asses and wake 'em up.","non-political"
0," @voezienet: <= tadi yang spam promote link itu ya? <= YAH BETULL! ANEH!","non-political"
0,"nny's New Better Burger Promotion - Buy One burger & fries plus 2 drinks and Get One burger & fries free - http://bit.ly/TEdBi","non-political"
0,"andom I just seen a chick trip and fall on Normandie & 97th","non-political"
0,"p 3 weekly #lastfm artists: Inflatable Ingrid - 5. Gomez - 2. Fugazi - 2. http://bit.ly/tvZX1","non-political"
0,"kratzer It is a college town, so you never know. You could hang out with us tonight. I'm sure we'll have trick or treaters.","non-political"
0,"treme Halloween Present: My last post showed pictures of Halloween past of my son.Â  Here he is today, going o.. http://bit.ly/yNgmb","non-political"
0,"at type of music you do @ShaneBreen ?!","non-political"
0,"tefh0ney you're the new ""stefaskank"" :D","non-political"
0,"eat Ted Talk. I was moved to action. But ask weak. Didn't know what to do next. http://bit.ly/q1y3n Now I have to work to find out.","non-political"
0,"e dulcet tones of the voice on the recording assured me that my call was important, but the speed of their answer convinced me otherwise.","non-political"
0," DER RT NA FRASE, EU COLOCO NA LISTA ""SEGUE A LISTA DO @bretas_lucas SOH TEM GNT FODA LAH! http://tweepml.org/siga-ess... <SEGUE! ""","non-political"
0,"Tonic with the amigos","non-political"
0," @fili41: La chequera q usa Ch es con fondos de todos los venezolanos. El HdP sigue estafandole el futuro a millones de jovenes y niÃ±os !","non-political"
0," better be sick, hurt or dying to not be replying to my msgs and calls when you see this tweet u better make a real good excuse b4 u call","non-political"
0,"essgraaw CHAMA OS BOMBEIROS QQQQQQ- -n","non-political"
0,"oque_Freitas Quando a CÃ©lia voltar, ela te responde eu trabalho pra ela","non-political"
0," no Michael killed the doggy #Halloween","non-political"
0,"ylight Savings Time Ends Tonight: Get your extra hour of sleep tonight and then join us for church at 10:30am! @lafayettecc","non-political"
0,"imberlyfarraj Yes, your new avatar frightened me as well. LOL =) How are you this evening? Did you get all of your work done?","non-political"
0,"yifootballplay Don't say that! Everyone who follows you knows you're the man for sports news. Great work. Keep it up.","non-political"
0,"moothCrimina24 After the Washington loss, it was gone. #USC","non-political"
0,"ma Miss My BooBooKitty!!! Eventhough my MySpace status has said ""Single"" since I had da page!","non-political"
0,"isteningto david cook - always be my baby","non-political"
0," @nomorechange: RT @Noelzgal: RT @qascat: DO NOT FORGET TO CHANGE YOU CLOCKS TONIGHT!!!!!","non-political"
0,"s! Amy and I are leaning tons of Illustrator material. Hope we will remember it and put this to good use.","non-political"
0,"tp://twitpic.com/nrrhb olha que lindo!","non-political"
0,"­ndrome da cidade sem fronteiras - chegando aqui, RequiÃ£o fala besteiras. Acho que sÃ£o as companhias ...","non-political"
0," God can&#39;t believe it got great news today, Ronnies woke up knew his family doing good.Doctors can&#39;t believe it......","non-political"
0," at home. Was out & about swallowing the curved sword for the public as ""Captain Cutless"" (Dan Meyer) ... http://lnk.ms/2sCP8","non-political"
0,"les Rep jobs Bradford http://bit.ly/MULEk","non-political"
0,"op and think about it...""A nickel ain't worth a dime anymore."" ~ Yogi Berra","non-political"
0,": Where do you live right now?: wow you live in the Mid East? how is it over there? i know, me 2 http://tinyurl.com/ybmv8tu","non-political"
0,"tching the world series at the Evans home!! Its so cozy! I feel like I'm at home, now for some wings and the nie nie!!","non-political"
0,"ay, might get to be wit mah boy tonite","non-political"
0,"crivel como eu soh condigo tc sem olhar pro teclado quando to bebo o.O","non-political"
0," nunca andei de dinossauro [2]","non-political"
0,"AHAHAHAHAAA!!RT @gospelpundit: Dunno where these kids are, but SOMEBODY better come get this candy. Now, quit playin'!","non-political"
0," you ever rlly listen to me?","non-political"
0,"tchiing katorse waaaha","non-political"
0,"apeuzinho vermelho macabro adooro IUASUHASASUH","non-political"
0,"upanovaesq thx novanova!! â˜º. Miss ya!","non-political"
0,"ll Street Journal article you won't see reference http://bit.ly/3QuSaw #simplerobb.com","non-political"
0,"ybody know how to adjust the time on a 6900 g shock? I forgot and I can't find my manual lol","non-political"
0,"think that I am begining 2 track the opposite sex & the same sex more...now. Its weird. Should a normal person like that?","non-political"
0,"ghhh my head hurts >.<","non-political"
0,"onya143629 i luv them..they are fun..;),i'll send a pic of me and my girls from last night,we went to the so you think you can dance tour.","non-political"
0,"w post: PocketWizard MiniTT1 Radio Transmitter for Canon TTL Flashes and Digital SLR Cameras (http://bit.ly/1K8WEZ)","non-political"
0,"m feeling invincible tonight, i'm alive, take a look into my eyes, this time I will take you for a ride, I AM INVINCIBLE TONIGHT!","non-political"
0,"8] I just got 100 followers using http://retwt.me/19KAc .","non-political"
0,"illies look like shit. I hate every yankee fan. every single fucking one.","non-political"
0,"e Tulsa Run was hard work today. Tulsa has a LOT of hills(AKA:steep hills)! I'm grateful for great run partners though. Thanks Kim & John!","non-political"
0,"cant go to sleep witout a certain someone telling me good night & I havent talked to them in two days","non-political"
0,"rishladylisa i've been dyinggg to see ice-t in #SVU ..and now we have to wait until the 10th episodee. ):","non-political"
0,"n udh prnah gw jlasin, ol ga? RT @sweetiesscandy: RT @qonitarizqullah: @sweetiesscandy lagi bls tweet ajee, lo? gee tdr2an,,what is a LOL?","non-political"
0,"th the Parental Controls on my laptop, some websites were blocked. Dammit.","non-political"
0,"eam_alex :Thx for the influx of concert fun! But I shall refrain. To see just pictures & not videos. Still want my element of surprise!!","non-political"
0,"w... tonight was so much fun ! and i got to spend it with my babe <3","non-political"
0,"attrepreneur I wouldn't say 'brainless' ;)","non-political"
0,"Mosley OOppps! wrong button","non-political"
0,"“é•ã£ã¦é€†ã«ä¹—ã£ã¦ã—ã¾ã£ã¦å“å·ã¾ã§è¡Œã£ã¦ã—ã¾ãŸ(ãƒŽâ–³ï¼´)","non-political"
0,"k isna PP mks-jkt bwt ngambil hasil lab ayah di jkt yg ketinggalan","non-political"
0,"vanLopp definately!! lah! not much just passing out candy and such....how ya' doin?","non-political"
0,"uleidys hahahahaha he's hating","non-political"
0,"h-____- berapa kak? RT @Tashaawr: Gapapa lucu tauuu, di BNN dil @Dilaiueo: tapi udah semrawutan. kak pasang behelnya","non-political"
0,"is is why Demi is my personal hero. RT @ddlovato I <3 the History Channel... (obviously this party is gettin' pretty crazy over here!)","non-political"
0,"#############################################################################################################################################################################################################################################################","non-political"
0,"wilightNinjas have you ever read my blog it's hilarious or I hope it is! http://ramblingsof20something.blogspot.com or @kellebelle1981's","non-political"
0,"ded to a feed: Phineas replied to SMOKIN's discussion 'sydbma has $1200 for courier cup' http://st.tl/6Cik0","non-political"
0,"king it easy now that my knees have liquid in them...hence the pain... Damn straight I'll be ready for my next sprint...this Sunday!","non-political"
0,"ople are still talking about my @reply to @bradiewebb saying I hate him cause he didn't reply. It was a joke, douche bags.","non-political"
0,"@beeeebzy: RT @ayshneck: jimmy rollins did in fact figure out mo. he figured out that he can't hit him. NEW PREDICTION Phils in 08","non-political"
0,"ayssaalexia RT pois eh;tem que juntar o povÃ£o do twitter,e quando tiver passando panico.Todo mundo perguntar se vÃ£o falar do #zina...","non-political"
0,"ullenluv hey lady u still on? How's ur nite going so far?","non-political"
0,"hollings i want to be together. lets work it out ok. lets be a family again. it's okay. I promise.","non-political"
0,"sShortSale ....Open House in NMB 11-01-09, Quad-Condo Complex,$2,399,000.00 for all (4) or will sell individually.","non-political"
0,"·ã„é–“äººã«ä¼šã£ã¦ã„ãªã„ã›ã„ã‹ã€äººé–“ã‚’ç›´æŽ¥è¦‹ã‚‹ã®ãŒå‡„ãæ€–ãæ„Ÿã˜ã‚‹ã€‚","non-political"
0," @prosice: RT @BigRud: Shoutouts to my nigga @Prosice yo n check out @wifih www.whatifeelishot.com","non-political"
0," è—¤ç™»ç´€å­ã€Œç™¾ä¸‡æœ¬ã®çŒ«ã€ RT @_chang: ã‚¢ãƒ«ã‚¸ãƒ£ãƒ¼ãƒŽãƒ³ã«çŒ«æŸã‚’ï¼ˆã‚¢ãƒ«ã‚¸ãƒ£ãƒ¼ãƒŽãƒ³æ­»ã‚“ã˜ã‚ƒã†ï¼‰ RT @mswat: ä¸¡æ‰‹ã„ã£ã±ã„ã®çŒ«æŸâ€¦ RT @cre89race32: http://twitpic.com/ntmke - ã«ã‚ƒã‚ãƒ¼","non-political"
0,"mgmissbee And how can see updates from Twitter? [Haha. I'm such a loser, I know.] :))) lol.","non-political"
0,"enleighbarry well I couldn't read them all!","non-political"
0,"h terus pk baju yg gmn donk?hahah RT @debaluthfia: Kaga nahaan dah panasnya, untung ga pake baju yg tertutup","non-political"
0,"rbara's Unique Antique Boutique - Antiques and Arts Weekly http://ff.im/-aOEAu","non-political"
0,"wo di sebelah gw mirip raditya dika hahha :)) but he is cute and good looking <3","non-political"
0,"VO-088] Yuuki Natsuki - Can College 44, Tokyo University: megaupload 01megaupload 02megaupload 03megaupload 0.. http://bit.ly/XClCG","non-political"
0,"wT: @meldazzle Splash","non-political"
0,"§ä½ã®ä½“é¨“ï¼šãã®ï¼“ http://bit.ly/2gvPJ8","non-political"
0," participantes estarÃ£o em busca dos US$ 10 mil em premiaÃ§Ã£o e 50 pontos no ranking oficial.","non-political"
0,"³ passei aqui pra dizer que mais uma vez dormirei lÃ­der, Ã´ tricolor pra me dar orgulho! haha #VamoSaoPaulo","non-political"
0,"andapoetics hehe deverias de usarlo jeje.. Ya te seguii...","non-political"
0,"ingpongpanda post a pic of ritzs and your costume!!!! Bet it was crazyyy! I wanna see!!","non-political"
0,"miss my va state people!!","non-political"
0,"ANimo: your night sounds shitty. I'm eating my candy necklace and watching thaw","non-political"
0,"test Twitter news Michael Jackson Twitter Seance: Tweance With Kurt Cobain and River Phoen.. http://bit.ly/3HUENb","non-political"
0,"stening to ""Paul McCartney - Nineteen Hundred And Eighty Five"" â™« http://blip.fm/~fp50n","non-political"
0,"ve you all heard about this? Its so weird. http://bit.ly/gTHVm","non-political"
0," is more blessed to give than to receive. Acts 20:35 #jesustweeters","non-political"
0,"omissjaye thanks suga....i did it myself, im just learning how so i wanted to share...hahaha XCITEMENT :-p","non-political"
0,"me on SC!!! Oregon deserves to lose solely for most likely reinstating LeGarrette Blount. I do not care if he's changed his 'tude","non-political"
0,"annajanel You Are Beautiful","non-political"
0,"bought candy for ""trick-or-treaters"" & not one person came to my door. I'm gonna knock on the neighbors' door to give out treats. BRB.","non-political"
0,"©ã„ã¦æ–°å®¿ãªã†ã€‚ http://twitpic.com/ntyl6","non-political"
0,"oking through the photo's from our Disney trip, close to crying..","non-political"
0,"hope my dream about @30SECONDSTOMARS video shoot is one of those dreams that come true...I've been known to have them occationally.","non-political"
0,"iko___ Vai ver que Ã© pq youtube Ã© coisa de vagabundo =x","non-political"
0,"e gays love my boobs !!","non-political"
0,"ancynaigle think Victorian era w/ robots. Gears and tech and pinafores.","non-political"
0,"ok the ""Qual desenho animado vocÃª seria?"" quiz & got: Arnold! What about you? âžœ http://bit.ly/3DDNfs","non-political"
0,"dockett http://twitpic.com/nsw0e - OPTIMUS 9.....and then and the zero...lol","non-political"
0,"a, novembro chegou *-*","non-political"
0,"wish I could take out every 25th day of each month...but that's Christmas..my mother's birthday.....I love you Michael..&lt;3","non-political"
0,"L @ccoover's cousin went as Obama! http://flic.kr/p/7c2Yco","non-political"
0,"ving for college is Money Talk$ topic: The Free Lance-Star The Virginia College Savings Plan is an independen.. http://bit.ly/2nqcN7","non-political"
0," @Wale: dear everybody, never offend nobody u love, it makes sleep impossible..only if you really like them ..","non-political"
0,"ded Follower lists to both my blogs.. Feel free to follow if you ever like what you read.. #fb","non-political"
0,"really wish my halloween would not have turned out like this. At all. Next year will someone just watch horror movies with me all night?","non-political"
0,"ntonioamorin Neste domingo (vespera de feriado) tem o melhor sertanejo de SP. visite http://sitemeu.net/vo7fa5 snypm","non-political"
0,"ing to bed, I'm tireddddd!! Gotta work tomorrow! Hoping for more Glampire pics of @adamlambert.","non-political"
0," duhh http://bit.ly/1Qa51d","non-political"
0,"eeBaconator i don't know!","non-political"
0,"n't this cool? on the day of Halloween, my neighbour's dog barked all day long, when s/he barely ever before. something to think about ;)","non-political"
0,"kinda miss the academia; the only thing I don't miss is not having $$$ :-P","non-political"
0,"like how none of the little kids come to my house cause my drive way is scarey haha. More candy for me!","non-political"
0,"lloween Screening: THE FOG...one of the classic final shots. Still very effective...and everyone's hair is fanTAStiiiiic!","non-political"
0," rumah Bhumi, uuu jadi gak nonton Shrek deh ;p","non-political"
0," @KLSouth: Charlie Crist better get off the tanning bed. Sarah must luv this. Its like shootin moose in a barrel. Via @thegipperreview","non-political"
0,"e aburrimiento:(","non-political"
0,"OfficialEdward wonderful how have you been this great halloween evening","non-political"
0,"arebearJNK_DEW ok and it must be on HBO or somerthing","non-political"
0,"iwinana I don't know, but you might try putting http://bit.ly/44JzH and see what comes up. :) Or,look in a search engine for it.","non-political"
0,"amNvncyble oopps","non-political"
0," @Editor_N_Chief @iAndreaRenee just gettin home -- dang lol did u have fun?","non-political"
0,"iyukimrkm iya :s http://myloc.me/1hvqq","non-political"
0,"alilkash lol ghetto ghost get too high off weed and forget to scare pple","non-political"
0,"w to cheer up when lonely and at home: read a liveblog of a devastating loss by the Team Up North at the hands of a 1-6 Illinois.","non-political"
0,"h bantuin gw tgas bkin kliping tntang moestopo.... RT @shabolly: satu per satu tugas selesai","non-political"
0,"out to watch ""ROLE MODELS"" ...Love this movie.","non-political"
0,"oo who is still up? halloween party! good stuff. good friends. the night is young. Lets Get It!","non-political"
0,"rankieJDouble you're not a loser :) good night - feel better! XD","non-political"
0,"ik deh dapet bungaaa, mau dong haha RT @dhewwwls: bungannya ga rusakrusak loh-->pamer","non-political"
0,"amsuperbianca pls play #whatcan15Phpgetu knowing how far P15 can go these days should be fun. just add ur answer after #whatcan15Phpgetu","non-political"
0,"runopinto1976 brumstix at gmail.com. Thank you!!","non-political"
0,"l wayne live on my ustream (Broadcasting live at http://ustre.am/7ys5)","non-political"
0,"a start painting my face every day and sending a daily picture text to @squishycool just for the fuck of it. :)","non-political"
0,"re's to leaving the Darkness of Halloween and entering the Light of Daylight Savings Time. Here Here","non-political"
0,"wnloading No ceilings official leS C waT I partiallY misseD","non-political"
0,"d now I'm listening instrument of hidup adlah anugerah by d'massive... Thanx for mr.richard wanna play my request...","non-political"
0,"uck on my pc chair. :L","non-political"
0,"ntendo president: &#39;The Wii has stalled&#39; http://bit.ly/AIbev","non-political"
0,"iting for my lovers fone call ! :(","non-political"
0,"paceAstro the whole state of Arizona doesn't do Daylight Savings Time","non-political"
0,"t promoted to level 4 in #TribesWar http://bit.ly/tSSOm","non-political"
0," kase u havent heard. i used to be l0vE drunk buh now im HUNGOvER. ;B0YS LIKE GIRLS<3","non-political"
0,"ir_Scribbles just read ""make i gist you"" ahem! this calls for serious throat clearing u and babes r like 1 n 2","non-political"
0," Halloween was kind of lame. -_- But there's always next year and I actually know what I'm going to be! xD","non-political"
0,"laaaww beyy kesel sm siapanya luu?RT @BeyaNatassha: @sasyanjani hahaha si Lintang noh mau ngajak ribut di D wqwqwq, lama lama kesel gue .","non-political"
0,"d fun with my girls tonite... but the rest was BULLSHIT!!!!","non-political"
0,"nal show of the day is finally over... Now sellin dat merch","non-political"
0,"æ±æ–¹ã€‘Bad Apple!!ã€€ï¼°ï¼¶ã€å½±çµµã€‘ ã™ã”ã„ã‚ˆãªãƒ¼ã€‚ä½•å›žã‚‚è¦‹ã¦ã—ã¾ã†ï¼","non-political"
0,"e can walk that walk!! another song that get me crunk! @Dorroughmusic #DALLASSWAGG","non-political"
0,"d a fun halloween with the girlies at CCC1 &lt;3 Zombie nurse, zombie air hostess, minnie mouse and bumble bee love all the way &lt;3","non-political"
0,"metimes you just can't please yourself and those you care about and when you have to chose... It's a fucking problem. Loner 4 life--","non-political"
0," @annisyajonas what is it :D - you mean This Is It ? haha ..","non-political"
0,"VING MY LIFE ONE STEP AT A TIME~NO NEED TO RUSH WHEN YOU HAVE PLENTY OF TIME~DON'T WORRY OVER THOSE WHO NEVER MADE IT TO YA FUTURE THE","non-political"
0,"irautis aku suka makan http://myloc.me/1hyJJ","non-political"
0,"love sven, michel and brandon at the rocket ship to freedom.","non-political"
0,"oy, You weren't lyin'!"" #overusedlinesinhollywoodcomedies","non-political"
0,"heworst way to be missing someone is to be right there with them knowing you can't have them","non-political"
0,"ews #Environment #Nature Turmoil from climate change poses security risks http://economictimes.indiatimes.com/articleshow/5175652.cms","non-political"
0,"ssed tests http://tsbuildlab/builds/20091101-0100","non-political"
0,"ir and 47 F at Longview, Gregg County Airport, TX: Winds are Calm. The pressure is 1021.3 mb and the humidity is .. http://s2z.us/cl.htm","non-political"
0,"d a pretty good time talking to the boys in Apt 132 at 3am. Now 2am cause of Daylight Savings. Met Jake & Matt. Hahaha.","non-political"
0,"omg my stomach hurts so much drank way to muc","non-political"
0,"rdPress 2.9 launch in near future http://bit.ly/49KOm6","non-political"
0,"unRueCrisTian i know..its from a soundtrack","non-political"
0,"sponding to a domestic disturbance in the east village","non-political"
0,"ancespoetwoman why","non-political"
0,"L! RT @Aimleslydreamin maybe he fell asleep on plane and the stewardesses r all taking pics next to him sleeping or jus too cute to wake","non-political"
0,"en people say ""the party poppin"" u pay ya money and that shit is dead #theworst http://myloc.me/1hJi4","non-political"
0,"g. did i tell you how much i love Phil Collins? &lt;3","non-political"
0,"oshuaConkel huzzah! $17 tavern wench costume from Target zombified=Halloween success. Not my most original, but at least I made an effort.","non-political"
0,"leria JAHAH valeria es la mete palo HAGAG","non-political"
0,"ffficalllly Fuckeedd uppp","non-political"
0,"enePerez YEah!! DONT!!!","non-political"
0,"errellowens ill go","non-political"
0,"ankeeMegInPHL what is ur real #","non-political"
0,"tp://twitpic.com/ntofo - TODOS ELLOS EN ESTE GRAN LIBRO.","non-political"
0,"–ãƒ­ã‚°ãƒ©ãƒ³ã‚­ãƒ³ã‚°ã«ã¤ã„ã¦èª¿ã¹ã¦ã¿ãŸã‚“ã ã‘ã©ã€ã»ã¨ã‚“ã©ãŒé€†ã‚¢ã‚¯ã‚»ã‚¹æ•°ã§ãƒ©ãƒ³ã‚¯ä»˜ã‘ã™ã‚‹ã‚ˆã†ã«ãªã£ã¦ã„ã‚‹ã€‚å¤‰ã‚ã£ãŸãƒ“ã‚¸ãƒã‚¹ãƒ¢ãƒ‡ãƒ«ã ã€‚å¾Œã§è€ƒãˆã¦ã¿ã‚ˆã†ã€‚","non-political"
0,"favorited a YouTube video -- Ellen with her Hawaii Chair http://bit.ly/16v9R0","non-political"
0,"need MCD'S and my bed!","non-political"
0,"dney: People who default on their mortgage payments will almost double from 25,000 today to 40,000 by the end of 2010 http://tiny.cc/wMUB5","non-political"
0,"ixtape] Lil Wayne - No Ceilings (Official): Here is the official version of Lil Wayne's ""No Ceilings"" mixtape.. http://bit.ly/13bpjA","non-political"
0,"night I thought I would be the one to be wearing the LEAST amount of clothing; a seashell bra and grass skirt but Poison Ivy beat me!!!","non-political"
0,"ttering around waiting for the plumber to arrive (nearly there!), and playing with Windows Media Center / Xbox integration...","non-political"
0,"ala_ra LMAO you got triccs","non-political"
0,"ings I'm over... What happens to me","non-political"
0,"hate being sick..........","non-political"
0,"alforce get used to it","non-political"
0,"1 east is screweddd up !!! im pissed n effin tiiired... 5events in 2 days, i jus wanna sleep","non-political"
0," @cuball66: à¸”à¸¹à¹‚à¸‰à¸¡à¸«à¸™à¹‰à¸² à¸œà¸¹à¹‰à¸™à¸³à¹€à¸Šà¸µà¸¢à¸£à¹Œ à¸ˆà¸¸à¸¬à¸²à¸¯ à¸›à¸£à¸°à¸ˆà¸³ à¸‡à¸²à¸™à¸šà¸­à¸¥66 à¸ªà¸” à¹† à¸£à¹‰à¸­à¸™ à¹† à¸—à¸µà¹ˆà¸™à¸µà¹ˆ... http://bit.ly/3coiKb","non-political"
0,"zarre Inc Such A Feeling 12"" Vinyl 1991 Near MINT http://is.gd/4JNup","non-political"
0,"ppy Halloween","non-political"
0,"ily Chinese Word: åš· rÇŽng to shout [v.] http://r.im/2032 #chinese","non-political"
0,"u ... http://bit.ly/1hmD1g","non-political"
0,"vanjoshua InsyaAllah Amin.....","non-political"
0,"out.com Italian Food: Most Popular Articles http://tinyurl.com/y9rmfh9","non-political"
