"","label","text","label_text"
"304",0,"rprise! Apparently a logo on the new 2010 Olympic apparel resembles the Conservative Party logo RT @ctvbc: http://bit.ly/LwLah","non-political"
"307",1,"RT @feminismtoday: Should your blog have an hCard? #feminism http://bit.ly/7AE3SW","political"
"309",1,"rt @Sophiabiabia Who has higher expecatations and dissapoints more , #Obama or #blazers? -it's a tough Time now for liberal blazer fans","political"
"311",0,"elsVFP LOL. Well it's shiny red and one of the more conservative dresses I own since it comes to my knees. I just membered having it. Win!","non-political"
"312",0,", so that was painful to watch, but enjoyed the feminist critique via Twitter! #MoretoLove","non-political"
"314",1,"The Swill have voted to ban minarets (Prayer Towers) what's next, no more Christian public baptisms? I thought the Swiss were more liberal?","political"
"315",1,"Repost! YOUR OBAMA AT WORK OBAMAS GLOBAL TAX! Progressives Back Obama Push for Global Tax! http://short.to/t6os","political"
"316",0,"ll throw hardcore, metal, progressive rock and another heavy genres today. I'm gonna listening to jazzy tasty music. It's better :x","non-political"
"317",0," the fringes or in our own center? | Geek Feminism Blog http://bit.ly/jguKp #osbridge","non-political"
"318",1,"RT @MelissaTweets Conservatives are way more good humored, even in defeat, than liberals are, even in victory.","political"
"319",0,"at do 'tween' girls think about the magazines marketed at them? #feminism http://bit.ly/37g7qU","non-political"
"320",1,"Ooo, Michael Moore has a new movie. ""Capitalism: A Love Story""","political"
"321",1,"EPA Jackson: people want to keep out cold and save on energy bills. ""Environmentalism seems like enclave of the well-off."" #AGIF","political"
"322",1,"America has grown up, despite liberal missives. The business world is well developed and capable of renewal. US govt expansion is not!","political"
"323",1,"RT @oldsoul85 Wow! http://bit.ly/42g1AN #libertarian #tlot","political"
"325",1,"Univ of Toledo College Republicans Witch Hunting 4 Liberal Professors http://bit.ly/Bko6e","political"
"326",1,"RT @secupp: HuffPo wants u 2 boycott FOXNews advertisers. But, um, MSNBC & CNN advertise on FOX...what's a liberal to do? http://is.gd/2swmJ","political"
"327",0,"r you i'd give up all i own, and move to a communist country, if you came with me, of course :T","non-political"
"328",1,"my favorite conservative poetess is back again - this time halloween and redistribution . . . on the blog - http://www.rwchicks.com","political"
"329",1,"#libertarian #politics Dr Rand Paul on Glenn #Beck With Judge #Napolitano http://ow.ly/O0B3","political"
"330",1,"Obama answers questions on conservative talk radio show; guarantees health reform will get done. http://ahlalerts.blogspot.com/","political"
"331",1,"@irasocol Apparently, the idea that the education of our youth is a shared community responsibility is one small step from socialism.","political"
"332",1,"@LouYoungNY maybe you should study up a little on socialism and the insidiousness of it.","political"
"333",1,"No lessons will be learned, but soon there will be anotherDubai built on shifting debt and so it goes on. http://bit.ly/8DTOJE #capitalism","political"
"334",1,"A new form of capitalism - and not that crazy of a concept....http://su.pr/6V8ph2 <-- Actually quite sane, says I...","political"
"335",0,"rd sale @ 3003 Waywood Dr. Murfreesboro all day! Help us teach Ava about capitalism & get some great deals all @ the same time!","non-political"
"337",1,"What Zedong? RT @OISAS8 ""I am an old-fashioned Christian socialist."" Kevin Rudd, Australian Financial Review, February 2003.","political"
"338",1,"Citizens are Revolting againt the liberal washington 7 months of failure and attempt at dictatorship to the rest of the population WAKEUP","political"
"340",0,"itter And The Revenue Dilemma. One thing every venture capitalist knows but rarely talks about is the ""revenue pr http://bit.ly/MkYO2","non-political"
"341",1,"CBCtop: Tories making inroads in Toronto, poll suggests: After a summer that saw the federal Conservatives and Liberals http://url4.eu/Vl97","political"
"343",1,"VAT tax + tax hikes for 250K+ coming to the US? This is bull. Who said we had progressive taxation in the US?","political"
"344",0," @teamwinnipeg RT @anarchists: @cardhesty @RosinaWilson: RT @sczepanski: gr8 pple @civlee @teamwinnipeg @SocialDivo @yearning4d_sky","non-political"
"345",1,"Teaspoons 101: I Am Not the Thought Police http://tiny.cc/Po3Fa #feminism","political"
"346",1,"@scifigirl I know, he was very politically right. and it is even said about him that he spied on Cary Grant who was a democrat + ""communist","political"
"347",1,"@RonboTex What about Ted Roosevelt and Taft who busted the trusts and monolopies? Those were the results of free market capitalism.","political"
"348",1,"Post Bombshell: Conservative Candidate Actually â€“ gasp ... - MichNews.com: Politicos, pundits and armchair campa.. http://tinyurl.com/larqxj","political"
"349",1,"Hilarious electoral factoid - 8.6% of Liberty and Democracy voters preferenced those agrarian socialists The National Party! Hahahaha!","political"
"350",0," @RAEthoven: the lady in the progressive commercials cracks me the hell up (You don't get a discount for agreeing with me...)","non-political"
"351",1,"@stephenasmith I just don't like the fact you have some conservative views, to see you appearing on Fox news breaks my heart","political"
"352",1,"So let me get this straightâ€¦ Obama = Socialist AND Nazi? I think education reform better be next on the national agenda.","political"
"353",1,"Conservative and blue dogs can boycott DC. Quorum problem? Stay in district and educate voters. Bipartisanship is over. #gop #tcot #majority","political"
"354",1,"Netroots Nation: Reality tempers liberal blogger enthusiasm for Obama, but support still there http://bit.ly/I1CsM","political"
"355",0,"beral y revolucionario?pffff RT @MkDirecto: Mediapro prepara el desembarco como referente deportivo ... http://a.gd/3acdbe","non-political"
"356",1,"Much as we'd all like to, ya can't make Utah more liberal than it is faster than it wants to go. Beware the blue pies in the skies.","political"
"357",0,"ere are secret societies such as Skull & Bones and transnationalist organizations ranging from fascist to communist @Connectionary","non-political"
"358",1,"@tayzonday You a fan of @pennjillette? Awesome guy who says the same thing re: anti tax etc; libertarian atheist and host of P&T: Bullshit.","political"
"359",0,"Ð½Ðµ Ð½Ñ€Ð°Ð²Ð¸Ñ‚ÑÑ - #Mellomania Deluxe - â„–Pedro Del â„–Mar #ETN.fm Radio - The Best â„–Trance & #Progressive Dance Livesets &... http://ff.im/c1PPV","non-political"
"361",1,"The qualified successes of liberalism: http://tinyurl.com/np33jk , even as the value of unskilled labor falls: http://tinyurl.com/myffsc","political"
"362",1,"www.Twitter-List.com CNN: Conservatives Have Upper Hand on Twitter | Ne.. http://bit.ly/2coEY www.Twitter-List.com","political"
"364",1,"Socialism tomorrow? RT @haleyforthewin @hihelloimmaci That's unAmerican. You Communist.","political"
"365",0,"love the blueprint 3. Very progressive","non-political"
"366",1,"Orange Punch: Machan on health care and Nazi analogies: Here is the Registerâ€™s libertarian adviser and Cha.. http://bit.ly/2d9by","political"
"367",1,"RT @greekdude: Big story on bbc.co.uk: Greece's Socialists win snap poll http://is.gd/3XHSt (Big Deal!)","political"
"368",1,"@TPO_Hisself No, I want to REFUSE Socialism!!","political"
"369",1,"Socialists celebrate Greek election http://cli.gs/B0GhZ ......","political"
"370",1,"@PolycarpTCOJC So you define politically liberal in your terms. pro-abortion is liberal position","political"
"371",0,"eking to Boost Agency Business, Progressive Offers Web Site Help http://u.mavrev.com/02cb4","non-political"
"372",1,"â€œHow does something as fringe, quasi anarchic and â€˜possibly communistâ€™ as open source fit in with government? No.. http://bit.ly/2XNkim","political"
"373",0,"ogressive Day To All RT @BilalSankofa: Lets Rise & Shine you gods/Kings & MEN: @ARISE_ @sunmanpatu @rhymageddon @TooCooL747 @ThePamojas","non-political"
"374",1,"RT @LongIslandPress: Interview w/ Michael Moore: http://ow.ly/rpdd -- Review of his movie, Capitalism: http://ow.ly/rpdU","political"
"376",0," Arne Mosselman | Opeens wist ik het: ik ben een nationalist: De naam Scheffer viel nogal eens, meesta.. http://bit.ly/2leMOu #pvda","non-political"
"377",1,"*rolls sleeves* RT @farmerjunglejoe and yes, I am a socialist.","political"
"378",1,"@brettbodine Think Joe's ""indiscretion"" released something in conservatives, made them &lt; afraid 2 publicly, confidently state disagreement.","political"
"379",1,"@carney on CNBC calls the push for home ownership ""the most toxic ideology since the fall of communism"" (via @antderosa) -- I did say that!","political"
"380",1,"RT @Timforchange Labour has failed the poor, The Conservatives outline the problem, now they must outline the solution http://ow.ly/l4TO","political"
"382",1,"MARTIN: Dems, not GOP, may kill health bill: ... which is trying to placate conservative Republicans and Blue Do.. http://bit.ly/1aem57","political"
"383",1,"RT me RT-ing @kalv y-day: comparison of bnp.org.uk, conservatives.com, labour.org.uk post- #bbcqt http://bit.ly/4gXW8h","political"
"384",1,"RT @International_L: @arneishaOC:@International_L Capitalism it is!<<<--- i do LIKE a good LOVE story! lmao/lol I kinda wanna see 9 too :-/","political"
"386",1,"Quiet day today, met the prime minister and maybe i'll agree to let the conservatives pay for my election campaign to be Queen.","political"
"387",1,"Liberal Camille Paglia calls for Nancy Pelosi to resign immediately. http://bit.ly/4JGDf","political"
"388",1,"@glennbeck exactly, that's what I try and tell my liberal friends ""Your guy won't always be in the Whitehouse""","political"
"390",1,"@Tymlee Whatever.. I can't help it if that guys kid is going to grow up a liberal retard obama stooge. It's not hate or racist either.","political"
"392",1,"if van jones still has job on tuesday...impeach obama!! it will mean he stands behind a communist, and wants to destroy America","political"
"393",1,"RT @C4Liberty How liberals seek to increase dependency to maintain their ranks and expand their power. http://is.gd/52FkG #tlot #welfare","political"
"394",0,"rking on my speech for the NFRA convention in Reno this Saturday. Topic is Christianity and the origins of capitalism. #fb","non-political"
"395",0," ALEX ON FACEBOOK â€“ REAL LIBERAL CHRISTIAN CHURCH: Others are also making the most of this life. They work at .. http://bit.ly/tpvU","non-political"
"396",1,"Reading: The Curious Capitalist. Economic Boom Ahead. Doubtful, but would be fun. http://tinyurl.com/la9mbc","political"
"398",1,"Blog: Oklahoma progressives pushing back against health care reform disinformation and myths http://bit.ly/AFrT5","political"
"399",1,"RT @TimOwensby ""Life doesn't last longer in socialist countries; it just feels like it."" - Ann Coulter http://bit.ly/YiSPA #ocra #hcr #hc09","political"
"400",1,"Conservative Bible Project- an effort to re-translate the bible by omitting passages seen as too liberal. http://bit.ly/31c8VM #theocracy","political"
"401",0,"nservative Malaysia, you are the reason people like me have a PR elsewhere. Boobs and Butts FTW! Anybody find the AirAsia TVC offending?","non-political"
"406",1,"Glen Beck rocks! He's a modern day prophet warning us of the evils of government controled health care and socialism.","political"
"407",1,"The Pajamahadin: Supreme Court Smacks Down Sotomayor: I still find it amazing that the court's liberals vote.. http://tinyurl.com/mwpyt9","political"
"408",1,"@Noelzgal I know, and thats what got us in trouble with the first terrorist attack.. the liberal gov't lives in a fantasy...","political"
"409",1,"RT @nwo_watch: Jeb Bush: I don't know if Obama is a socialist: Define socialism for me, Esquire mag. http://bit.ly/9Cub0 || Bye bye 2012 -me","political"
"413",1,"I meant @eirinn22 - congrats! And @saturdayclub, I don't know why Brooks thinks he is conservative. He sounds better than some Democrats.","political"
